Position,Abbreviation,DriverNumber,TeamName,GridPosition,Status,IsFinished,RetirementCategory,IsWetRace,Year,Round,Circuit
3.0,ALO,14,Aston Martin,4.0,Finished,1,Finished,0,2023,3,Melbourne
4.0,STR,18,Aston Martin,6.0,Finished,1,Finished,0,2023,3,Melbourne
5.0,PER,11,Red Bull Racing,20.0,Finished,1,Finished,0,2023,3,Melbourne
6.0,NOR,4,McLaren,13.0,Finished,1,Finished,0,2023,3,Melbourne
7.0,HUL,27,Haas F1 Team,10.0,Finished,1,Finished,0,2023,3,Melbourne
8.0,PIA,81,McLaren,16.0,Finished,1,Finished,0,2023,3,Melbourne
9.0,ZHO,24,Alfa Romeo,17.0,Finished,1,Finished,0,2023,3,Melbourne
10.0,TSU,22,AlphaTauri,12.0,Finished,1,Finished,0,2023,3,Melbourne
11.0,BOT,77,Alfa Romeo,19.0,Finished,1,Finished,0,2023,3,Melbourne
12.0,SAI,55,Ferrari,5.0,Finished,1,Finished,0,2023,3,Melbourne
13.0,GAS,10,Alpine,9.0,Finished,1,Finished,0,2023,3,Melbourne
14.0,OCO,31,Alpine,11.0,Finished,1,Finished,0,2023,3,Melbourne
15.0,DEV,21,AlphaTauri,15.0,Finished,1,Finished,0,2023,3,Melbourne
16.0,SAR,2,Williams,18.0,Finished,1,Finished,0,2023,3,Melbourne
17.0,MAG,20,Haas F1 Team,14.0,Finished,1,Finished,0,2023,3,Melbourne
18.0,RUS,63,Mercedes,2.0,Retired,0,Other,0,2023,3,Melbourne
19.0,ALB,23,Williams,8.0,Retired,0,Other,0,2023,3,Melbourne
20.0,LEC,16,Ferrari,7.0,Retired,0,Other,0,2023,3,Melbourne
1.0,PER,11,Red Bull Racing,3.0,Finished,1,Finished,0,2023,4,Baku
2.0,VER,1,Red Bull Racing,2.0,Finished,1,Finished,0,2023,4,Baku
3.0,LEC,16,Ferrari,1.0,Finished,1,Finished,0,2023,4,Baku
4.0,ALO,14,Aston Martin,6.0,Finished,1,Finished,0,2023,4,Baku
5.0,SAI,55,Ferrari,4.0,Finished,1,Finished,0,2023,4,Baku
6.0,HAM,44,Mercedes,5.0,Finished,1,Finished,0,2023,4,Baku
7.0,STR,18,Aston Martin,9.0,Finished,1,Finished,0,2023,4,Baku
8.0,RUS,63,Mercedes,11.0,Finished,1,Finished,0,2023,4,Baku
9.0,NOR,4,McLaren,7.0,Finished,1,Finished,0,2023,4,Baku
10.0,TSU,22,AlphaTauri,8.0,Finished,1,Finished,0,2023,4,Baku
11.0,PIA,81,McLaren,10.0,Finished,1,Finished,0,2023,4,Baku
12.0,ALB,23,Williams,12.0,Finished,1,Finished,0,2023,4,Baku
13.0,MAG,20,Haas F1 Team,16.0,Finished,1,Finished,0,2023,4,Baku
14.0,GAS,10,Alpine,17.0,Finished,1,Finished,0,2023,4,Baku
15.0,OCO,31,Alpine,19.0,Finished,1,Finished,0,2023,4,Baku
16.0,SAR,2,Williams,14.0,Finished,1,Finished,0,2023,4,Baku
17.0,HUL,27,Haas F1 Team,20.0,Lapped,0,Other,0,2023,4,Baku
18.0,BOT,77,Alfa Romeo,13.0,Lapped,0,Other,0,2023,4,Baku
19.0,ZHO,24,Alfa Romeo,15.0,Retired,0,Other,0,2023,4,Baku
20.0,DEV,21,AlphaTauri,18.0,Retired,0,Other,0,2023,4,Baku
1.0,VER,1,Red Bull Racing,9.0,Finished,1,Finished,0,2023,5,Miami
2.0,PER,11,Red Bull Racing,1.0,Finished,1,Finished,0,2023,5,Miami
3.0,ALO,14,Aston Martin,2.0,Finished,1,Finished,0,2023,5,Miami
4.0,RUS,63,Mercedes,6.0,Finished,1,Finished,0,2023,5,Miami
5.0,SAI,55,Ferrari,3.0,Finished,1,Finished,0,2023,5,Miami
6.0,HAM,44,Mercedes,13.0,Finished,1,Finished,0,2023,5,Miami
7.0,LEC,16,Ferrari,7.0,Finished,1,Finished,0,2023,5,Miami
8.0,GAS,10,Alpine,5.0,Finished,1,Finished,0,2023,5,Miami
9.0,OCO,31,Alpine,8.0,Finished,1,Finished,0,2023,5,Miami
10.0,MAG,20,Haas F1 Team,4.0,Finished,1,Finished,0,2023,5,Miami
11.0,TSU,22,AlphaTauri,17.0,Finished,1,Finished,0,2023,5,Miami
12.0,STR,18,Aston Martin,18.0,Finished,1,Finished,0,2023,5,Miami
13.0,BOT,77,Alfa Romeo,10.0,Finished,1,Finished,0,2023,5,Miami
14.0,ALB,23,Williams,11.0,Finished,1,Finished,0,2023,5,Miami
15.0,HUL,27,Haas F1 Team,12.0,Finished,1,Finished,0,2023,5,Miami
16.0,ZHO,24,Alfa Romeo,14.0,Finished,1,Finished,0,2023,5,Miami
17.0,NOR,4,McLaren,16.0,Finished,1,Finished,0,2023,5,Miami
18.0,DEV,21,AlphaTauri,15.0,Finished,1,Finished,0,2023,5,Miami
19.0,PIA,81,McLaren,19.0,Lapped,0,Other,0,2023,5,Miami
20.0,SAR,2,Williams,20.0,Lapped,0,Other,0,2023,5,Miami
1.0,VER,1,Red Bull Racing,1.0,Finished,1,Finished,1,2023,6,Monaco
2.0,ALO,14,Aston Martin,2.0,Finished,1,Finished,1,2023,6,Monaco
3.0,OCO,31,Alpine,3.0,Finished,1,Finished,1,2023,6,Monaco
4.0,HAM,44,Mercedes,5.0,Finished,1,Finished,1,2023,6,Monaco
5.0,RUS,63,Mercedes,8.0,Finished,1,Finished,1,2023,6,Monaco
6.0,LEC,16,Ferrari,6.0,Finished,1,Finished,1,2023,6,Monaco
7.0,GAS,10,Alpine,7.0,Finished,1,Finished,1,2023,6,Monaco
8.0,SAI,55,Ferrari,4.0,Finished,1,Finished,1,2023,6,Monaco
9.0,NOR,4,McLaren,10.0,Lapped,0,Other,1,2023,6,Monaco
10.0,PIA,81,McLaren,11.0,Lapped,0,Other,1,2023,6,Monaco
11.0,BOT,77,Alfa Romeo,15.0,Lapped,0,Other,1,2023,6,Monaco
12.0,DEV,21,AlphaTauri,12.0,Lapped,0,Other,1,2023,6,Monaco
13.0,ZHO,24,Alfa Romeo,19.0,Lapped,0,Other,1,2023,6,Monaco
14.0,ALB,23,Williams,13.0,Lapped,0,Other,1,2023,6,Monaco
15.0,TSU,22,AlphaTauri,9.0,Lapped,0,Other,1,2023,6,Monaco
16.0,PER,11,Red Bull Racing,20.0,Lapped,0,Other,1,2023,6,Monaco
17.0,HUL,27,Haas F1 Team,18.0,Lapped,0,Other,1,2023,6,Monaco
18.0,SAR,2,Williams,16.0,Lapped,0,Other,1,2023,6,Monaco
19.0,MAG,20,Haas F1 Team,17.0,Finished,1,Finished,1,2023,6,Monaco
20.0,STR,18,Aston Martin,14.0,Retired,0,Other,1,2023,6,Monaco
1.0,VER,1,Red Bull Racing,1.0,Finished,1,Finished,0,2023,7,Barcelona
2.0,HAM,44,Mercedes,4.0,Finished,1,Finished,0,2023,7,Barcelona
3.0,RUS,63,Mercedes,12.0,Finished,1,Finished,0,2023,7,Barcelona
4.0,PER,11,Red Bull Racing,11.0,Finished,1,Finished,0,2023,7,Barcelona
5.0,SAI,55,Ferrari,2.0,Finished,1,Finished,0,2023,7,Barcelona
6.0,STR,18,Aston Martin,5.0,Finished,1,Finished,0,2023,7,Barcelona
7.0,ALO,14,Aston Martin,8.0,Finished,1,Finished,0,2023,7,Barcelona
8.0,OCO,31,Alpine,6.0,Finished,1,Finished,0,2023,7,Barcelona
9.0,ZHO,24,Alfa Romeo,13.0,Finished,1,Finished,0,2023,7,Barcelona
10.0,GAS,10,Alpine,10.0,Finished,1,Finished,0,2023,7,Barcelona
11.0,LEC,16,Ferrari,19.0,Finished,1,Finished,0,2023,7,Barcelona
12.0,TSU,22,AlphaTauri,15.0,Finished,1,Finished,0,2023,7,Barcelona
13.0,PIA,81,McLaren,9.0,Lapped,0,Other,0,2023,7,Barcelona
14.0,DEV,21,AlphaTauri,14.0,Lapped,0,Other,0,2023,7,Barcelona
15.0,HUL,27,Haas F1 Team,7.0,Lapped,0,Other,0,2023,7,Barcelona
16.0,ALB,23,Williams,18.0,Lapped,0,Other,0,2023,7,Barcelona
17.0,NOR,4,McLaren,3.0,Lapped,0,Other,0,2023,7,Barcelona
18.0,MAG,20,Haas F1 Team,17.0,Lapped,0,Other,0,2023,7,Barcelona
19.0,BOT,77,Alfa Romeo,16.0,Lapped,0,Other,0,2023,7,Barcelona
20.0,SAR,2,Williams,20.0,Lapped,0,Other,0,2023,7,Barcelona
1.0,VER,1,Red Bull Racing,1.0,Finished,1,Finished,0,2023,8,Montréal
2.0,ALO,14,Aston Martin,2.0,Finished,1,Finished,0,2023,8,Montréal
3.0,HAM,44,Mercedes,3.0,Finished,1,Finished,0,2023,8,Montréal
4.0,LEC,16,Ferrari,10.0,Finished,1,Finished,0,2023,8,Montréal
5.0,SAI,55,Ferrari,11.0,Finished,1,Finished,0,2023,8,Montréal
6.0,PER,11,Red Bull Racing,12.0,Finished,1,Finished,0,2023,8,Montréal
7.0,ALB,23,Williams,9.0,Finished,1,Finished,0,2023,8,Montréal
8.0,OCO,31,Alpine,6.0,Finished,1,Finished,0,2023,8,Montréal
9.0,STR,18,Aston Martin,16.0,Finished,1,Finished,0,2023,8,Montréal
10.0,BOT,77,Alfa Romeo,14.0,Finished,1,Finished,0,2023,8,Montréal
11.0,PIA,81,McLaren,8.0,Finished,1,Finished,0,2023,8,Montréal
12.0,GAS,10,Alpine,15.0,Finished,1,Finished,0,2023,8,Montréal
13.0,NOR,4,McLaren,7.0,Finished,1,Finished,0,2023,8,Montréal
14.0,TSU,22,AlphaTauri,19.0,Finished,1,Finished,0,2023,8,Montréal
15.0,HUL,27,Haas F1 Team,5.0,Lapped,0,Other,0,2023,8,Montréal
16.0,ZHO,24,Alfa Romeo,20.0,Lapped,0,Other,0,2023,8,Montréal
17.0,MAG,20,Haas F1 Team,13.0,Lapped,0,Other,0,2023,8,Montréal
18.0,DEV,21,AlphaTauri,17.0,Lapped,0,Other,0,2023,8,Montréal
19.0,RUS,63,Mercedes,4.0,Retired,0,Other,0,2023,8,Montréal
20.0,SAR,2,Williams,18.0,Retired,0,Other,0,2023,8,Montréal
1.0,VER,1,Red Bull Racing,1.0,Finished,1,Finished,1,2023,9,Spielberg
2.0,LEC,16,Ferrari,2.0,Finished,1,Finished,1,2023,9,Spielberg
3.0,PER,11,Red Bull Racing,15.0,Finished,1,Finished,1,2023,9,Spielberg
4.0,NOR,4,McLaren,4.0,Finished,1,Finished,1,2023,9,Spielberg
5.0,ALO,14,Aston Martin,7.0,Finished,1,Finished,1,2023,9,Spielberg
6.0,SAI,55,Ferrari,3.0,Finished,1,Finished,1,2023,9,Spielberg
7.0,RUS,63,Mercedes,11.0,Finished,1,Finished,1,2023,9,Spielberg
8.0,HAM,44,Mercedes,5.0,Finished,1,Finished,1,2023,9,Spielberg
9.0,STR,18,Aston Martin,6.0,Finished,1,Finished,1,2023,9,Spielberg
10.0,GAS,10,Alpine,9.0,Finished,1,Finished,1,2023,9,Spielberg
11.0,ALB,23,Williams,10.0,Finished,1,Finished,1,2023,9,Spielberg
12.0,ZHO,24,Alfa Romeo,17.0,Lapped,0,Other,1,2023,9,Spielberg
13.0,SAR,2,Williams,18.0,Lapped,0,Other,1,2023,9,Spielberg
14.0,OCO,31,Alpine,12.0,Lapped,0,Other,1,2023,9,Spielberg
15.0,BOT,77,Alfa Romeo,14.0,Lapped,0,Other,1,2023,9,Spielberg
16.0,PIA,81,McLaren,13.0,Lapped,0,Other,1,2023,9,Spielberg
17.0,DEV,21,AlphaTauri,20.0,Lapped,0,Other,1,2023,9,Spielberg
18.0,MAG,20,Haas F1 Team,19.0,Lapped,0,Other,1,2023,9,Spielberg
19.0,TSU,22,AlphaTauri,16.0,Lapped,0,Other,1,2023,9,Spielberg
20.0,HUL,27,Haas F1 Team,8.0,Retired,0,Other,1,2023,9,Spielberg
1.0,VER,1,Red Bull Racing,1.0,Finished,1,Finished,0,2023,10,Silverstone
2.0,NOR,4,McLaren,2.0,Finished,1,Finished,0,2023,10,Silverstone
3.0,HAM,44,Mercedes,7.0,Finished,1,Finished,0,2023,10,Silverstone
4.0,PIA,81,McLaren,3.0,Finished,1,Finished,0,2023,10,Silverstone
5.0,RUS,63,Mercedes,6.0,Finished,1,Finished,0,2023,10,Silverstone
6.0,PER,11,Red Bull Racing,15.0,Finished,1,Finished,0,2023,10,Silverstone
7.0,ALO,14,Aston Martin,9.0,Finished,1,Finished,0,2023,10,Silverstone
8.0,ALB,23,Williams,8.0,Finished,1,Finished,0,2023,10,Silverstone
9.0,LEC,16,Ferrari,4.0,Finished,1,Finished,0,2023,10,Silverstone
10.0,SAI,55,Ferrari,5.0,Finished,1,Finished,0,2023,10,Silverstone
11.0,SAR,2,Williams,14.0,Finished,1,Finished,0,2023,10,Silverstone
12.0,BOT,77,Alfa Romeo,20.0,Finished,1,Finished,0,2023,10,Silverstone
13.0,HUL,27,Haas F1 Team,11.0,Finished,1,Finished,0,2023,10,Silverstone
14.0,STR,18,Aston Martin,12.0,Finished,1,Finished,0,2023,10,Silverstone
15.0,ZHO,24,Alfa Romeo,17.0,Finished,1,Finished,0,2023,10,Silverstone
16.0,TSU,22,AlphaTauri,16.0,Finished,1,Finished,0,2023,10,Silverstone
17.0,DEV,21,AlphaTauri,18.0,Finished,1,Finished,0,2023,10,Silverstone
18.0,GAS,10,Alpine,10.0,Finished,1,Finished,0,2023,10,Silverstone
19.0,MAG,20,Haas F1 Team,19.0,Retired,0,Other,0,2023,10,Silverstone
20.0,OCO,31,Alpine,13.0,Retired,0,Other,0,2023,10,Silverstone
1.0,VER,1,Red Bull Racing,2.0,Finished,1,Finished,0,2023,11,Budapest
2.0,NOR,4,McLaren,3.0,Finished,1,Finished,0,2023,11,Budapest
3.0,PER,11,Red Bull Racing,9.0,Finished,1,Finished,0,2023,11,Budapest
4.0,HAM,44,Mercedes,1.0,Finished,1,Finished,0,2023,11,Budapest
5.0,PIA,81,McLaren,4.0,Finished,1,Finished,0,2023,11,Budapest
6.0,RUS,63,Mercedes,18.0,Finished,1,Finished,0,2023,11,Budapest
7.0,LEC,16,Ferrari,6.0,Finished,1,Finished,0,2023,11,Budapest
8.0,SAI,55,Ferrari,11.0,Finished,1,Finished,0,2023,11,Budapest
9.0,ALO,14,Aston Martin,8.0,Finished,1,Finished,0,2023,11,Budapest
10.0,STR,18,Aston Martin,14.0,Lapped,0,Other,0,2023,11,Budapest
11.0,ALB,23,Williams,16.0,Lapped,0,Other,0,2023,11,Budapest
12.0,BOT,77,Alfa Romeo,7.0,Lapped,0,Other,0,2023,11,Budapest
13.0,RIC,3,AlphaTauri,13.0,Lapped,0,Other,0,2023,11,Budapest
14.0,HUL,27,Haas F1 Team,10.0,Lapped,0,Other,0,2023,11,Budapest
15.0,TSU,22,AlphaTauri,17.0,Lapped,0,Other,0,2023,11,Budapest
16.0,ZHO,24,Alfa Romeo,5.0,Lapped,0,Other,0,2023,11,Budapest
17.0,MAG,20,Haas F1 Team,19.0,Lapped,0,Other,0,2023,11,Budapest
18.0,SAR,2,Williams,20.0,Finished,1,Finished,0,2023,11,Budapest
19.0,OCO,31,Alpine,12.0,Retired,0,Other,0,2023,11,Budapest
20.0,GAS,10,Alpine,15.0,Retired,0,Other,0,2023,11,Budapest
1.0,VER,1,Red Bull Racing,6.0,Finished,1,Finished,1,2023,12,Spa-Francorchamps
2.0,PER,11,Red Bull Racing,2.0,Finished,1,Finished,1,2023,12,Spa-Francorchamps
3.0,LEC,16,Ferrari,1.0,Finished,1,Finished,1,2023,12,Spa-Francorchamps
4.0,HAM,44,Mercedes,3.0,Finished,1,Finished,1,2023,12,Spa-Francorchamps
5.0,ALO,14,Aston Martin,9.0,Finished,1,Finished,1,2023,12,Spa-Francorchamps
6.0,RUS,63,Mercedes,8.0,Finished,1,Finished,1,2023,12,Spa-Francorchamps
7.0,NOR,4,McLaren,7.0,Finished,1,Finished,1,2023,12,Spa-Francorchamps
8.0,OCO,31,Alpine,14.0,Finished,1,Finished,1,2023,12,Spa-Francorchamps
9.0,STR,18,Aston Martin,10.0,Finished,1,Finished,1,2023,12,Spa-Francorchamps
10.0,TSU,22,AlphaTauri,11.0,Finished,1,Finished,1,2023,12,Spa-Francorchamps
11.0,GAS,10,Alpine,12.0,Finished,1,Finished,1,2023,12,Spa-Francorchamps
12.0,BOT,77,Alfa Romeo,13.0,Finished,1,Finished,1,2023,12,Spa-Francorchamps
13.0,ZHO,24,Alfa Romeo,17.0,Finished,1,Finished,1,2023,12,Spa-Francorchamps
14.0,ALB,23,Williams,15.0,Finished,1,Finished,1,2023,12,Spa-Francorchamps
15.0,MAG,20,Haas F1 Team,16.0,Finished,1,Finished,1,2023,12,Spa-Francorchamps
16.0,RIC,3,AlphaTauri,19.0,Finished,1,Finished,1,2023,12,Spa-Francorchamps
17.0,SAR,2,Williams,18.0,Finished,1,Finished,1,2023,12,Spa-Francorchamps
18.0,HUL,27,Haas F1 Team,20.0,Finished,1,Finished,1,2023,12,Spa-Francorchamps
19.0,SAI,55,Ferrari,4.0,Retired,0,Other,1,2023,12,Spa-Francorchamps
20.0,PIA,81,McLaren,5.0,Retired,0,Other,1,2023,12,Spa-Francorchamps
1.0,VER,1,Red Bull Racing,1.0,Finished,1,Finished,1,2023,13,Zandvoort
2.0,ALO,14,Aston Martin,5.0,Finished,1,Finished,1,2023,13,Zandvoort
3.0,GAS,10,Alpine,12.0,Finished,1,Finished,1,2023,13,Zandvoort
4.0,PER,11,Red Bull Racing,7.0,Finished,1,Finished,1,2023,13,Zandvoort
5.0,SAI,55,Ferrari,6.0,Finished,1,Finished,1,2023,13,Zandvoort
6.0,HAM,44,Mercedes,13.0,Finished,1,Finished,1,2023,13,Zandvoort
7.0,NOR,4,McLaren,2.0,Finished,1,Finished,1,2023,13,Zandvoort
8.0,ALB,23,Williams,4.0,Finished,1,Finished,1,2023,13,Zandvoort
9.0,PIA,81,McLaren,8.0,Finished,1,Finished,1,2023,13,Zandvoort
10.0,OCO,31,Alpine,16.0,Finished,1,Finished,1,2023,13,Zandvoort
11.0,STR,18,Aston Martin,11.0,Finished,1,Finished,1,2023,13,Zandvoort
12.0,HUL,27,Haas F1 Team,14.0,Finished,1,Finished,1,2023,13,Zandvoort
13.0,LAW,40,AlphaTauri,19.0,Finished,1,Finished,1,2023,13,Zandvoort
14.0,BOT,77,Alfa Romeo,18.0,Finished,1,Finished,1,2023,13,Zandvoort
15.0,TSU,22,AlphaTauri,17.0,Finished,1,Finished,1,2023,13,Zandvoort
16.0,MAG,20,Haas F1 Team,0.0,Finished,1,Finished,1,2023,13,Zandvoort
17.0,RUS,63,Mercedes,3.0,Finished,1,Finished,1,2023,13,Zandvoort
18.0,ZHO,24,Alfa Romeo,15.0,Accident,0,Crash,1,2023,13,Zandvoort
19.0,LEC,16,Ferrari,9.0,Undertray,0,Other,1,2023,13,Zandvoort
20.0,SAR,2,Williams,10.0,Accident,0,Crash,1,2023,13,Zandvoort
1.0,VER,1,Red Bull Racing,2.0,Finished,1,Finished,0,2023,14,Monza
2.0,PER,11,Red Bull Racing,5.0,Finished,1,Finished,0,2023,14,Monza
3.0,SAI,55,Ferrari,1.0,Finished,1,Finished,0,2023,14,Monza
4.0,LEC,16,Ferrari,3.0,Finished,1,Finished,0,2023,14,Monza
5.0,RUS,63,Mercedes,4.0,Finished,1,Finished,0,2023,14,Monza
6.0,HAM,44,Mercedes,8.0,Finished,1,Finished,0,2023,14,Monza
7.0,ALB,23,Williams,6.0,Finished,1,Finished,0,2023,14,Monza
8.0,NOR,4,McLaren,9.0,Finished,1,Finished,0,2023,14,Monza
9.0,ALO,14,Aston Martin,10.0,Finished,1,Finished,0,2023,14,Monza
10.0,BOT,77,Alfa Romeo,14.0,Finished,1,Finished,0,2023,14,Monza
11.0,LAW,40,AlphaTauri,12.0,Finished,1,Finished,0,2023,14,Monza
12.0,PIA,81,McLaren,7.0,Finished,1,Finished,0,2023,14,Monza
13.0,SAR,2,Williams,15.0,Finished,1,Finished,0,2023,14,Monza
14.0,ZHO,24,Alfa Romeo,16.0,Finished,1,Finished,0,2023,14,Monza
15.0,GAS,10,Alpine,17.0,Finished,1,Finished,0,2023,14,Monza
16.0,STR,18,Aston Martin,20.0,Finished,1,Finished,0,2023,14,Monza
17.0,HUL,27,Haas F1 Team,13.0,Lapped,0,Other,0,2023,14,Monza
18.0,MAG,20,Haas F1 Team,19.0,Lapped,0,Other,0,2023,14,Monza
19.0,OCO,31,Alpine,18.0,Retired,0,Other,0,2023,14,Monza
20.0,TSU,22,AlphaTauri,11.0,Did not start,0,Other,0,2023,14,Monza
1.0,SAI,55,Ferrari,1.0,Finished,1,Finished,0,2023,15,Marina Bay
2.0,NOR,4,McLaren,4.0,Finished,1,Finished,0,2023,15,Marina Bay
3.0,HAM,44,Mercedes,5.0,Finished,1,Finished,0,2023,15,Marina Bay
4.0,LEC,16,Ferrari,3.0,Finished,1,Finished,0,2023,15,Marina Bay
5.0,VER,1,Red Bull Racing,11.0,Finished,1,Finished,0,2023,15,Marina Bay
6.0,GAS,10,Alpine,12.0,Finished,1,Finished,0,2023,15,Marina Bay
7.0,PIA,81,McLaren,17.0,Finished,1,Finished,0,2023,15,Marina Bay
8.0,PER,11,Red Bull Racing,13.0,Finished,1,Finished,0,2023,15,Marina Bay
9.0,LAW,40,AlphaTauri,10.0,Finished,1,Finished,0,2023,15,Marina Bay
10.0,MAG,20,Haas F1 Team,6.0,Finished,1,Finished,0,2023,15,Marina Bay
11.0,ALB,23,Williams,14.0,Finished,1,Finished,0,2023,15,Marina Bay
12.0,ZHO,24,Alfa Romeo,19.0,Finished,1,Finished,0,2023,15,Marina Bay
13.0,HUL,27,Haas F1 Team,9.0,Finished,1,Finished,0,2023,15,Marina Bay
14.0,SAR,2,Williams,18.0,Finished,1,Finished,0,2023,15,Marina Bay
15.0,ALO,14,Aston Martin,7.0,Finished,1,Finished,0,2023,15,Marina Bay
16.0,RUS,63,Mercedes,2.0,Finished,1,Finished,0,2023,15,Marina Bay
17.0,BOT,77,Alfa Romeo,16.0,Retired,0,Other,0,2023,15,Marina Bay
18.0,OCO,31,Alpine,8.0,Retired,0,Other,0,2023,15,Marina Bay
19.0,TSU,22,AlphaTauri,15.0,Retired,0,Other,0,2023,15,Marina Bay
,STR,18,Aston Martin,,Withdrew,0,Other,0,2023,15,Marina Bay
1.0,VER,1,Red Bull Racing,1.0,Finished,1,Finished,0,2023,16,Suzuka
2.0,NOR,4,McLaren,3.0,Finished,1,Finished,0,2023,16,Suzuka
3.0,PIA,81,McLaren,2.0,Finished,1,Finished,0,2023,16,Suzuka
4.0,LEC,16,Ferrari,4.0,Finished,1,Finished,0,2023,16,Suzuka
5.0,HAM,44,Mercedes,7.0,Finished,1,Finished,0,2023,16,Suzuka
6.0,SAI,55,Ferrari,6.0,Finished,1,Finished,0,2023,16,Suzuka
7.0,RUS,63,Mercedes,8.0,Finished,1,Finished,0,2023,16,Suzuka
8.0,ALO,14,Aston Martin,10.0,Finished,1,Finished,0,2023,16,Suzuka
9.0,OCO,31,Alpine,14.0,Finished,1,Finished,0,2023,16,Suzuka
10.0,GAS,10,Alpine,12.0,Finished,1,Finished,0,2023,16,Suzuka
11.0,LAW,40,AlphaTauri,11.0,Lapped,0,Other,0,2023,16,Suzuka
12.0,TSU,22,AlphaTauri,9.0,Lapped,0,Other,0,2023,16,Suzuka
13.0,ZHO,24,Alfa Romeo,19.0,Lapped,0,Other,0,2023,16,Suzuka
14.0,HUL,27,Haas F1 Team,18.0,Lapped,0,Other,0,2023,16,Suzuka
15.0,MAG,20,Haas F1 Team,15.0,Lapped,0,Other,0,2023,16,Suzuka
16.0,ALB,23,Williams,13.0,Retired,0,Other,0,2023,16,Suzuka
17.0,SAR,2,Williams,20.0,Retired,0,Other,0,2023,16,Suzuka
18.0,STR,18,Aston Martin,17.0,Retired,0,Other,0,2023,16,Suzuka
19.0,PER,11,Red Bull Racing,5.0,Retired,0,Other,0,2023,16,Suzuka
